Date,Time,Location,Subregion,Operator,FlightType,Cause,Aboard,Fatalities,FatalityRate
07/01/2003,19:57,"Belem, Para, Brazil",South America,Heringer Air Taxi,civilian,weather,4.0,4.0,1.0
07/05/2003,11:30,"Macaé, Rio de Janeiro, Brazil",South America,BHS - Brazilian Helicopter Services,commercial,"collision, cfit",5.0,5.0,1.0
07/08/2003,04:00,"Port Sudan, Sudan",Northern Africa,Sudan Airways,commercial,"mechanical, cfit",117.0,116.0,0.9914529914529915
07/13/2003,15:30,"Off Treasure Cay, Bahamas",Caribbean,Air Sunshine,commercial,"mechanical, pilot_error",10.0,2.0,0.2
07/13/2003,12:15,"Near San Cristobal, Venezuela",South America,Ruiban & Duran Compania Aérea,commercial,cfit,10.0,4.0,0.4
07/19/2003,18:00,"Mount Kenya, Kenya",Eastern Africa,Ryan Blake Air Charter,commercial,"weather, cfit",14.0,14.0,1.0
07/23/2003,08:53,"Waialeale,Kauai, Hawaii",Northern America,Jack Harter Helicopters,commercial,"mechanical, weather, collision, cfit, pilot_error",5.0,5.0,1.0
08/04/2003,06:39,"Groton, Connecticut",Northern America,Jet Pro,commercial,"weather, cfit, pilot_error",2.0,2.0,1.0
08/08/2003,09:32,"Tocomita, Venezuela",South America,Servicios Aeronauticos Sucre (SASCA),commercial,"mechanical, cfit",16.0,1.0,0.0625
08/20/2003,13:05,"Kamchatka Peninsula, Russia",Eastern Europe,Khalatyrka,commercial,unknown,20.0,20.0,1.0
08/24/2003,14:00,"Cap Haitien, Haiti",Caribbean,Tropical Airways,commercial,fire,21.0,21.0,1.0
08/26/2003,15:38,"Off Hyannis, Massachusetts",Northern America,US Airways Express,commercial,"mechanical, pilot_error",2.0,2.0,1.0
09/11/2003,20:30,"Near Summer Beaver, Canada",Northern America,Wasaya Airways,commercial,"weather, cfit",8.0,8.0,1.0
09/19/2003,17:10,"Del Rio, Texas",Northern America,Ameristar Jet Charter,commercial,"fire, mechanical, pilot_error",2.0,1.0,0.5
09/19/2003,20:00,"Near La Quemada, Mexico",Central America,Military - Mexican Air Force,military,unknown,6.0,6.0,1.0
09/20/2003,19:55,"Near Meadview, Arizona",Northern America,Sundance Helicopters,commercial,"mechanical, cfit, pilot_error",7.0,7.0,1.0
09/27/2003,18:57,"Gaspé, Quebec, Canada",Northern America,Les Ailes de Gaspé Inc.,commercial,"weather, cfit",3.0,3.0,1.0
10/03/2003,,Sao Gabriel de Cachoeria,unknown,Air taxi - Rumo Notre Air Taxi,civilian,mechanical,4.0,4.0,1.0
10/03/2003,21:25,"Off Waikanae, New Zealand",Australia and New Zealand,Air Freight New Zealand,commercial,fire,2.0,2.0,1.0
10/11/2003,16:00,"Uriman, Venezuela",South America,Transmandu,commercial,cfit,2.0,1.0,0.5
10/26/2003,04:31,"Buenos Aires, Argentina",South America,CATA Linea Aerea,commercial,unknown,5.0,5.0,1.0
10/27/2003,08:08,"Tampico, Mexico",Central America,Aeroextra,commercial,"weather, cfit",3.0,3.0,1.0
10/29/2003,08:51,"Cody, Wyoming",Northern America,FedEx,commercial,"mechanical, weather, cfit, pilot_error",1.0,1.0,1.0
11/02/2003,09:00,"Near Hasi, Iraq",Western Asia,Military - U.S. Army,military,shot_down,36.0,15.0,0.4166666666666667
11/08/2003,10:59,"Near Ogle, Guyana",South America,Trans Guyana Airways,commercial,"mechanical, cfit",7.0,2.0,0.2857142857142857
11/08/2003,10:26,"200 miles NE of Derby, Australia",Australia and New Zealand,Heliwork WA Pty Ltd. - Air Taxi,civilian,"fire, weather, cfit",4.0,4.0,1.0
11/29/2003,08:01,"Spokane, Washington",Northern America,Ameriflight,commercial,"mechanical, weather, cfit, pilot_error",1.0,1.0,1.0
11/29/2003,15:20,"Boende, Congo",Middle Africa,Military - Congolese Air Force,military,pilot_error,24.0,20.0,1.375
12/16/2003,12:00,"Jellicoe, Ontario, Canada",Northern America,Huron Air,commercial,cfit,3.0,2.0,0.6666666666666666
12/18/2003,22:00,"Mitu, Colombia",South America,Líneas Aéreas Suramericanas,commercial,cfit,3.0,3.0,1.0
12/23/2003,09:13,"Helendale, California",Northern America,Pavair,commercial,undetermined,2.0,2.0,1.0
12/25/2003,14:55,"Cotonou, Benin",Western Africa,Union des Transports Aeriens de Guinee,commercial,"mechanical, cfit, pilot_error",161.0,140.0,0.8695652173913043
01/03/2004,04:44,"Off Sharm el Sheikh, Egypt",Northern Africa,Flash Air,commercial,cfit,148.0,148.0,1.0
01/13/2004,19:40,"Tashkent, Uzbekistan",Central Asia,Uzbekistan Airways,commercial,"weather, cfit",37.0,37.0,1.0
01/17/2004,16:40,"Lake Erie, off Pelee Island, Ontario, Canada",Northern America,Georgia Express,commercial,"mechanical, weather, cfit, pilot_error",10.0,10.0,1.0
01/28/2004,20:55,"Ghardaïa, Algeria",Northern Africa,Tassili Airlines,commercial,"weather, cfit",5.0,1.0,0.2
02/06/2004,08:01,"Bitonja, Bosnia-Herzegovina",Southern Europe,Military - Government of Macedonia,military,"mechanical, weather, cfit, pilot_error",9.0,9.0,1.0
02/10/2004,11:40,"Sharjah, United Arab Emirates",Western Asia,Kish Airlines,commercial,mechanical,46.0,43.0,0.9347826086956522
02/24/2004,05:50,"Cagliari, Italy",Southern Europe,City-Jet,commercial,cfit,6.0,6.0,1.0
03/01/2004,17:50,"Trefoil Island, TAS, Australia",Australia and New Zealand,Air taxi,civilian,"cfit, pilot_error",4.0,4.0,1.0
03/04/2004,09:40,,unknown,Azov Avia Airlines,commercial,unknown,7.0,3.0,0.42857142857142855
03/10/2004,20:42,"San Diego-Miramar NAS, California",Northern America,Military - United States Marine Corps,military,unknown,4.0,4.0,1.0
07/12/2004,07:15,"Off Beef Island, British Virgin Islands",Caribbean,Dodita Air Cargo,commercial,"fire, mechanical",2.0,1.0,0.5
03/16/2004,04:01,"Tonopah, Nevada",Northern America,Military - United States Air Force,military,fire,5.0,5.0,1.0
03/18/2004,17:08,"Hamilton Island, QLD, Australia",Australia and New Zealand,Air Taxi,civilian,mechanical,6.0,6.0,1.0
03/21/2004,02:20,"Pyote, Texas",Northern America,Air Ambulance - Med-Trans Corp.,commercial,"weather, cfit, pilot_error",5.0,4.0,0.8
05/02/2004,16:00,"Near Milpillas, Mexico",Central America,Procuradoria General de la Republica,commercial,weather,7.0,7.0,1.0
05/04/2004,11:00,"Chimanta mountains, Venezuela",South America,Venezuelian Government,commercial,"weather, collision, cfit",7.0,7.0,1.0
05/05/2004,13:00,"Carepa, Colombia",South America,Aerotransportes Petroleros,commercial,unknown,7.0,3.0,0.42857142857142855
05/06/2004,15:00,"Jiech, Sudan",Northern Africa,Charter - Air Cush,commercial,pilot_error,10.0,6.0,0.6
05/11/2004,,"Dalang, Sudan",Northern Africa,El Magal Aviation,commercial,"weather, cfit",7.0,7.0,1.0
05/14/2004,18:30,"Near Manaus, Brazil",South America,Rico Linhas Aereas,commercial,"cfit, pilot_error",33.0,33.0,1.0
05/18/2004,10:40,"Bozoy, Kazakhstan",Central Asia,Aray-Avia,commercial,pilot_error,12.0,1.0,0.08333333333333333
05/18/2004,10:50,"Urumqi, China",Eastern Asia,AZAL Cargo Company,commercial,pilot_error,7.0,7.0,1.0
05/23/2004,07:30,"Mwingi, Kenya",Eastern Africa,Blue Bird Aviation,commercial,collision,2.0,2.0,1.0
05/25/2004,13:56,"Near Lukla, Nepal",Southern Asia,Yeti Airlines,commercial,cfit,3.0,3.0,1.0
06/08/2004,09:38,"Off Libreville, Gabon",Middle Africa,Gabon Express,commercial,"mechanical, cfit",30.0,19.0,0.6333333333333333
06/11/2004,,"Belo Horizonte, Brazil",South America,Air taxi - Aero Air Taxi,civilian,fire,4.0,4.0,1.0
06/28/2004,09:17,"Near Yengema, Sierra Leone",Western Africa,United Nations -  UTair Charter,commercial,cfit,24.0,24.0,1.0
07/02/2004,13:38,"Panama City, Panama",Central America,Air Trek,commercial,mechanical,6.0,6.0,1.1666666666666667
07/10/2004,09:00,"Ticonderoga, New York",Northern America,Capital Airlines Inc.,commercial,"mechanical, weather, cfit",2.0,2.0,1.0
07/22/2004,08:30,"Off  Macaé , Rio de Janeiro , Brazil",South America,BHS - Brazilian Helicopter Service  Air Taxi,civilian,cfit,11.0,6.0,0.5454545454545454
07/29/2004,10:30,"Ononge, Papua New Guinea",Melanesia,Airlines of PNG,commercial,"weather, collision, cfit",3.0,2.0,0.6666666666666666
08/13/2004,00:50,"Cincinnati, Ohio",Northern America,Air Taroma,commercial,"fuel, mechanical, pilot_error",2.0,1.0,0.5
08/17/2004,23:40,"Great Falls, Montana",Northern America,Alpine Air Express,commercial,"mechanical, weather, cfit, pilot_error",2.0,2.0,1.0
08/18/2004,11:10,"Near Goma, DemocratiRepubliCongo",Middle Africa,Transworld Safaris,commercial,"weather, cfit",3.0,3.0,1.0
08/21/2004,16:28,"Near Maracay, Venezuela",South America,Military - Venezuelan Air Force,military,cfit,25.0,25.0,1.0
08/24/2004,22:59,"Near Rostov-on-Don, Russia",Eastern Europe,Sibir Airlines,commercial,unknown,46.0,46.0,1.0
08/24/2004,22:56,"Near Toula, Russia",Eastern Europe,Volga-Avia Express,commercial,unknown,41.0,41.0,1.0
08/27/2004,16:30,"Near MGrath, Alaska",Northern America,Mavrik Aire Transport,commercial,"mechanical, weather, cfit, pilot_error",3.0,1.0,0.3333333333333333
09/09/2004,06:50,"Villahermosa, Mexico",Central America,Jett Paqueteria SA,commercial,cfit,2.0,2.0,1.0
09/11/2004,11:10,"Off Mount Athos, Greece",Southern Europe,Military - Greek Army,military,cfit,17.0,17.0,1.0
09/29/2004,18:59,"Tortuguero lagoon, Puerto Rico",Caribbean,Air Flamence,commercial,"weather, cfit, pilot_error",1.0,1.0,1.0
10/05/2004,12:37,"Kaduqli, Sudan",Northern Africa,Sarit Airlines,commercial,"fire, mechanical, cfit",4.0,4.0,1.0
11/22/2004,06:15,"Houston, Texas",Northern America,Business Jet Services,commercial,"mechanical, weather, cfit, pilot_error",3.0,3.0,1.0
11/27/2004,11:20,"Near Bagram, Afghanstan",unknown,Presidental Airways Inc. - Air Taxi,civilian,cfit,6.0,6.0,1.0
10/14/2004,22:15,"Jefferson City, Missouri",Northern America,Pinnacle Airlines/Northwest Airlink,commercial,"mechanical, pilot_error",2.0,2.0,1.0
10/14/2004,03:56,"Halifax, Nova Scotia, Canada",Northern America,MK Airlines,commercial,"mechanical, cfit, pilot_error",7.0,7.0,1.0
10/15/2004,07:46,"Near Medellin, Colombia",South America,Aerovanguardia,commercial,"weather, cfit",3.0,3.0,1.0
10/16/2004,15:00,"Coron Island, Philippines",South-eastern Asia,PacifiAir,commercial,cfit,2.0,2.0,1.0
10/19/2004,07:45,"Near Kirksville, Missouri",Northern America,Corporate Airlines (American Connection),commercial,"mechanical, weather, cfit, pilot_error",15.0,13.0,0.8666666666666667
10/24/2004,16:30,"Martinsville, Virginia",Northern America,Private - Hendrick Motorsports Inc.,civilian,"mechanical, weather, cfit, pilot_error",10.0,10.0,1.0
10/24/2004,00:30,"San Diego, California",Northern America,Med Flight Air Ambulance - Private,civilian,"mechanical, weather, cfit, pilot_error",5.0,5.0,1.0
11/18/2004,13:02,"Caracas, Venezuela",South America,Venezolana,commercial,"fire, weather",21.0,3.0,0.14285714285714285
11/21/2004,08:20,"Baotou, Inner Mongolia, China",Eastern Asia,China Eastern Airlines,commercial,"mechanical, weather, cfit",53.0,53.0,1.0
11/28/2004,09:55,"Montrose, Colorado",Northern America,Glow Air/Air Castle - Charter,commercial,"fire, mechanical, weather, pilot_error",6.0,3.0,0.5
11/30/2004,18:14,"Solo, Indonesia",South-eastern Asia,Lion Air,commercial,"mechanical, weather, pilot_error",154.0,26.0,0.16883116883116883
11/30/2004,19:56,"Saint Louis, Missouri",Northern America,Grand Aire,commercial,"mechanical, cfit, pilot_error",2.0,2.0,1.0
12/06/2004,10:23,"Bellevue, Idaho",Northern America,Salmon Air - Air Taxi,civilian,"fire, mechanical, weather, pilot_error",2.0,2.0,1.0
12/07/2004,10:45,"Near La Macarena, Colombia",South America,SAVIARE S.A. - Air Taxi,civilian,"weather, cfit",6.0,6.0,1.0
12/10/2004,,"El Junquito, Venezuela",South America,Guardia Nacional de Venezuela,commercial,cfit,16.0,16.0,1.0
12/11/2004,05:30,"Uberaba, Brazil",South America,NHR Táxi-Aéreo,commercial,fire,2.0,2.0,1.5
12/11/2004,,"Near Jeddah, Saudi Arabia",Western Asia,Airline Transport,commercial,unknown,7.0,1.0,0.14285714285714285
01/13/2005,05:20,"Manguipayan, Colombia",South America,Military - Colombian government,military,weather,20.0,20.0,1.0
01/13/2005,13:20,"Tura,Siberia, Russia",Eastern Europe,Tura Air Enterprise,commercial,"weather, cfit",9.0,9.0,1.0
01/13/2005,22:18,"Keene, New Hampshire",Northern America,AirNow,commercial,weather,1.0,1.0,1.0
01/26/2005,01:20,"Rutbah, Iraq",Western Asia,Military - U.S. Marines,military,weather,31.0,31.0,1.0
01/27/2005,08:10,"Lasi, Hungary",Eastern Europe,Farnair Hungary,commercial,weather,2.0,2.0,1.0
01/30/2005,16:30,"Near Al Taji, Iraq",Western Asia,Military - Royal Air Force,military,"shot_down, fire, mechanical, pilot_error",10.0,10.0,1.0
02/03/2005,17:00,"Near Peshawar, Pakistan",Southern Asia,Kam Air,commercial,"cfit, pilot_error",104.0,104.0,1.0
02/03/2005,08:07,"Near Khartoum, Sudan",Northern Africa,Air West,commercial,unknown,7.0,7.0,1.0
02/10/2005,20:30,"Lebec, California",Northern America,Action Air Express Inc. - Air Taxi,civilian,"weather, cfit",2.0,2.0,1.0
02/16/2005,09:13,"Near Pueblo, Colorado",Northern America,Circuit City Stores - Charter,commercial,"fire, mechanical, weather, pilot_error",8.0,8.0,1.0
02/22/2005,13:22,"Bimin, Papua, New Guinea",Melanesia,Missionary Aviation Fellowship,commercial,cfit,13.0,2.0,0.15384615384615385
02/22/2005,07:15,,unknown,Indonesian National Police,commercial,cfit,18.0,15.0,0.8333333333333334
03/08/2005,09:23,"Chrallave, Venezuela",South America,Air Global,commercial,cfit,2.0,2.0,1.0
03/15/2005,00:15,"Off Campbeltown, United Kingdom",Northern Europe,Loganair,commercial,"weather, cfit",2.0,2.0,1.0
03/16/2005,13:57,"Varandey, Russia",Eastern Europe,Regional Airlines,commercial,"fire, weather, pilot_error",52.0,28.0,0.5384615384615384
03/23/2005,23:07,"Off Mwanza, Tanzania",Eastern Africa,Air Transport,commercial,cfit,8.0,8.0,1.0
03/26/2005,10:15,"El Embrujo, Providencia Island, Colombia",South America,West Caribbean Airways,commercial,"cfit, pilot_error",14.0,8.0,0.5714285714285714
03/31/2005,20:00,"Near Rovie, Albania",Southern Europe,Military - U.S. Air Force,military,cfit,9.0,9.0,1.0
04/12/2005,12:10,"Enarotali, Indonesia",South-eastern Asia,GT Air,commercial,undetermined,18.0,18.0,1.0
04/20/2005,22:15,"Tehran, Iran",Western Asia,Saha Airline Services,commercial,"mechanical, cfit",169.0,3.0,0.01775147928994083
04/28/2005,11:28,"Pisco, Peru",South America,Military - Fuerza Del Peru,military,"mechanical, pilot_error",13.0,13.0,1.0
05/02/2005,22:15,"Taranaki, New Zealand",Australia and New Zealand,Airwork,commercial,unknown,2.0,2.0,1.0
05/05/2005,13:30,"Near Kisangani, DemocratiRepubliCongo",Middle Africa,Kisangani Airlift,commercial,pilot_error,11.0,10.0,0.9090909090909091
05/07/2005,11:45,"Lockhart River, Queensland, Australia",Australia and New Zealand,Aero-Tropics,commercial,"weather, cfit",15.0,15.0,1.0
05/16/2005,12:20,"El Portezulo, Argentina",South America,Transportes Aereos Don Carlos - Charter,commercial,unknown,10.0,10.0,1.0
05/18/2005,13:27,"Mongu, Zambia",Eastern Africa,Military - Zambia Air Force,military,unknown,13.0,13.0,1.0
05/25/2005,,"Walungu, Congo",Middle Africa,Charter - Maniema Union (owner Victoria Air),commercial,cfit,27.0,27.0,1.0
06/02/2005,11:15,"Khartoom, Sudan",Northern Africa,Marsland Aviation,commercial,"fire, mechanical",42.0,7.0,0.16666666666666666
07/16/2005,10:00,"Baney, Equatorial Guinea",Middle Africa,Ecuatair,commercial,"fire, cfit, pilot_error",60.0,60.0,1.0
08/02/2005,16:04,"Toronto, Canada",Northern America,Air France,commercial,"fire, weather, pilot_error",309.0,0.0,0.0
08/06/2005,15:40,"Off Palermo, Italy",Southern Europe,Tuninter,commercial,"fuel, mechanical, cfit",39.0,16.0,0.41025641025641024
08/10/2005,12:43,"Off Talinn, Estonia",Northern Europe,Copterline,commercial,"weather, cfit",14.0,14.0,1.0
08/14/2005,12:20,"Near Grammatikos, Greece",Southern Europe,Helios Airways,commercial,"fuel, mechanical, cfit, pilot_error",121.0,121.0,1.0
08/16/2005,03:30,"Near La Cucharita, Venezuela",South America,West Caribbean Airways,commercial,"mechanical, cfit, pilot_error",160.0,160.0,1.0
08/23/2005,15:06,"Near Pucallpa, Peru",South America,TANS Peru,commercial,"fire, mechanical, weather, cfit",98.0,40.0,0.40816326530612246
09/05/2005,07:30,"Isiro, DemoctratiRepubliCongo",Middle Africa,Kavatshi Airlines,commercial,"fire, cfit",11.0,11.0,1.0
09/05/2005,09:40,"Medan, Indonesia",South-eastern Asia,Mandala Airlines,commercial,unknown,117.0,99.0,1.2222222222222223
09/09/2005,15:45,"Near Brazzaville, Congo",Middle Africa,Air Kasai,commercial,weather,14.0,14.0,1.0
09/15/2005,14:55,"Alto da Boa Vista, Brazil",South America,Viaçao Cometa,commercial,cfit,2.0,2.0,1.0
09/16/2005,09:00,"San Juan de Manapiare, Venezuela",South America,Wayumi Air Taxi,civilian,cfit,4.0,4.0,1.0
09/23/2005,14:15,"Haena, Hawaii",Northern America,"Heli-USA Airways, In- Air Taxi",civilian,"weather, pilot_error",6.0,4.0,0.6666666666666666
10/04/2005,,"Aru, DemocratiRepubliCogo",Middle Africa,Wimbi Dira Airways,commercial,mechanical,100.0,2.0,0.02
10/06/2005,05:40,"Winnipeg, Canada",Northern America,Morningstar Air Express,commercial,"mechanical, weather, pilot_error",1.0,1.0,1.0
10/22/2005,20:40,"Lisa, Nigeria",Western Africa,Bellview Airlines,commercial,weather,117.0,117.0,1.0
11/19/2005,22:30,"Stupino, Russia",Eastern Europe,Ivolga Avia,commercial,"mechanical, weather",8.0,8.0,1.0
12/06/2005,14:15,"Tehran, Iran",Western Asia,Military - IslamiRepubliof Iran Air Force,military,mechanical,94.0,94.0,1.148936170212766
12/08/2005,19:15,"Chicago, Illinois",Northern America,Southwest Airlines,commercial,"mechanical, weather, pilot_error",103.0,0.0,0.009708737864077669
12/10/2005,14:08,"Near Port Harcourt, Nigeria",Western Africa,Sosoliso Airlines,commercial,"fire, weather, pilot_error",109.0,108.0,0.9908256880733946
12/19/2005,14:40,"Off Miami Beach, Florida",Northern America,Chalk's Ocean Airways,commercial,"fire, mechanical, cfit",20.0,20.0,1.0
12/23/2005,22:27,"Nardaran, Azerbaijan",Western Asia,Azerbaijan Airlines,commercial,"mechanical, cfit, pilot_error",23.0,23.0,1.0
11/17/2006,08:07,"Puncak Jaya, Indonesia",South-eastern Asia,Trigana Air Service,commercial,cfit,12.0,12.0,1.0
12/28/2005,14:05,"Truckee, California",Northern America,Skyward Aviation,commercial,"mechanical, weather, pilot_error",2.0,2.0,1.0
01/02/2006,11:11,Near Karkov,unknown,Evolga,commercial,cfit,3.0,3.0,1.0
01/08/2006,13:00,"Bukalaza, Uganda",Eastern Africa,Service Air,commercial,"mechanical, pilot_error",6.0,6.0,1.0
01/09/2006,09:30,"Near Orumiyeh, Iran",Western Asia,Military - Iranian Revolutionary Guard Corps Air Force,military,"mechanical, weather",11.0,11.0,1.0
01/19/2006,19:30,"Near Telkibanya, Hungary",Eastern Europe,Military - Slovak Air Force,military,pilot_error,43.0,42.0,0.9767441860465116
01/21/2006,,"Near Port Alberni, British Columbia, Canada",Northern America,SoniBlue Airways,commercial,"mechanical, cfit",8.0,3.0,0.375
02/05/2006,16:53,"Near Watertown, Wisconson",Northern America,Air Cargo Carriers,commercial,"fire, mechanical, pilot_error",3.0,3.0,1.0
02/08/2006,12:12,"Near Paris, Tennessee",Northern America,TriCoastal Air,commercial,undetermined,1.0,1.0,1.0
03/07/2006,16:20,"Labiano, Spain",Southern Europe,Aerovalles,commercial,"mechanical, weather, cfit",6.0,6.0,1.0
03/09/2006,16:30,"Near La Paz, Bolivia",South America,Military - Fuerza Aérea Argentina,military,cfit,6.0,6.0,1.0
03/18/2006,14:48,"Butte, Montana",Northern America,Ameriflight,commercial,"mechanical, weather, cfit, pilot_error",2.0,2.0,1.0
03/24/2006,11:00,"Cuenca, Ecuador",South America,ATESA,commercial,unknown,14.0,5.0,0.35714285714285715
03/31/2006,17:35,"Rio Bonito, Brazil",South America,Team Air,commercial,"fire, weather, cfit",19.0,19.0,1.0
04/10/2006,10:00,"Marsabit, Kenya",Eastern Africa,Military - Kenya Air Force,military,"weather, cfit",17.0,14.0,0.8235294117647058
04/23/2006,04:55,"Kousséri, Cameroon",Middle Africa,Military - Lybian Arab Air Force,military,unknown,6.0,6.0,1.0
04/23/2006,20:50,"Near Tersky, Russia",Eastern Europe,Yug Avia,commercial,unknown,5.0,4.0,0.8
